post_id,text,translated,combined,predicted_label
task1a_test_1957,@USER සීරියල් කිලර් කෙනෙක් නෙමෙයි ඒකි මොංගල් ඇංටි කෙනෙක්,@Ser's is not a killer but a monkey moungle stall,@USER සීරියල් කිලර් කෙනෙක් නෙමෙයි ඒකි මොංගල් ඇංටි කෙනෙක් @Ser's is not a killer but a monkey moungle stall,NOT
task1a_test_1958,@USER බුද්ධාගමේ එවුන් ඇය් දේවාලේ ලගින්නේ  බුදු රජාණන් වහන්සේව සරණ ගිය එවුන් නෙවෙයිද මුං ? සිංහල වේස් අරගෙන ඉන්න ශිවාගම් කාරයෝද ?,They are not the ones who Link the Buddha Language the Buddha?Shavillars who carry Sinhala bees?,@USER බුද්ධාගමේ එවුන් ඇය් දේවාලේ ලගින්නේ  බුදු රජාණන් වහන්සේව සරණ ගිය එවුන් නෙවෙයිද මුං ? සිංහල වේස් අරගෙන ඉන්න ශිවාගම් කාරයෝද ? They are not the ones who Link the Buddha Language the Buddha?Shavillars who carry Sinhala bees?,HOF
task1a_test_1959,ප්‍රශ්නයක් නැහැ. ඔයා සාප කර කර ඉන්න. දේශපාලකයො 225යි. රජයෙ සේවකයො ලක්ෂ 15යි. උන් වැඩ කරනවා නම් රට වෙනස් වෙනවා. දේශපාලකයන් වැඩ නො කළත්. ඒකෙන් දේශපාලනය වුණත් වෙනස් කරන්න පුළුවන්.,"no problem.Get cursed.225 politicians.The government employees are 1.5 lakhs.If they work, the country is changing.Even if politicians do not work.It can be changed even if they are politics.","ප්‍රශ්නයක් නැහැ. ඔයා සාප කර කර ඉන්න. දේශපාලකයො 225යි. රජයෙ සේවකයො ලක්ෂ 15යි. උන් වැඩ කරනවා නම් රට වෙනස් වෙනවා. දේශපාලකයන් වැඩ නො කළත්. ඒකෙන් දේශපාලනය වුණත් වෙනස් කරන්න පුළුවන්. no problem.Get cursed.225 politicians.The government employees are 1.5 lakhs.If they work, the country is changing.Even if politicians do not work.It can be changed even if they are politics.",NOT
task1a_test_1960,@USER  @USER මේ පරපුටුවා ඉලකඩාගෙන දාඩිය හලාගෙන ..ක මාට්ටු කරගෙන ට්‍රයි කරනවා මිනිස්සු අතරේ මොකක්ම හරි අවුලක් හදාගන්න. මෝඩ වාහේ ඒවා කරන්න පුලුවන් පොන්න නායකයෝ එක්ක. තේරුම් ගනින් හයිය තියන කෙලින් නායකයෝ ඉන්නකොට ඒ ගේම් සොරි තමයි,"@Ser @user this paraputed and pitrain a black over the people.With the stupid car, you can do them.It's the game thief when the strange leaders of the stringe beyond understand","@USER  @USER මේ පරපුටුවා ඉලකඩාගෙන දාඩිය හලාගෙන ..ක මාට්ටු කරගෙන ට්‍රයි කරනවා මිනිස්සු අතරේ මොකක්ම හරි අවුලක් හදාගන්න. මෝඩ වාහේ ඒවා කරන්න පුලුවන් පොන්න නායකයෝ එක්ක. තේරුම් ගනින් හයිය තියන කෙලින් නායකයෝ ඉන්නකොට ඒ ගේම් සොරි තමයි @Ser @user this paraputed and pitrain a black over the people.With the stupid car, you can do them.It's the game thief when the strange leaders of the stringe beyond understand",HOF
task1a_test_1961,අද නම් කන්න ගෙනාවා.... තවම කන්න හම්බුනේ නෑ....... මෙහෙමත් කරුම.,"To eat today .... yet, no more than ........","අද නම් කන්න ගෙනාවා.... තවම කන්න හම්බුනේ නෑ....... මෙහෙමත් කරුම. To eat today .... yet, no more than ........",NOT
task1a_test_1962,"පයියාගල බල්ලා වගේ හිටපන්  @USER  @USER  · 3 Dec 2019 දකුණු පළාතේ නිතර කියන ප්‍රස්ථාව පිරුළක් තියෙනවා.ඒක හුඟක් වෙලාවට කියන්නෙ කිසිම වැඩක් නොකර කම්මැලිකමට පැත්තකට වෙලා ඉන්න අයටයි. එහෙම ඉදගෙන අනුන්ගෙ දේවල්වලට කට දාන අයටයි.මොකක්ද දන්නවද ඒ ප්‍රස්ථාව පිරුළ. ""පයියාගල බල්ලා වගේ ඉන්නවා"" එහෙම නැත්නම් ""පයියාගල බල්ලා වගේ හිටපන්"" කියන එකයි. Show this thread","Like the Payagala dog, staying in the Southern Province of the Southern Province.And for those who are sitting on others. Do you know?""The Payagala is like the dog,"" Or stay like Payagala dog.Show this thread","පයියාගල බල්ලා වගේ හිටපන්  @USER  @USER  · 3 Dec 2019 දකුණු පළාතේ නිතර කියන ප්‍රස්ථාව පිරුළක් තියෙනවා.ඒක හුඟක් වෙලාවට කියන්නෙ කිසිම වැඩක් නොකර කම්මැලිකමට පැත්තකට වෙලා ඉන්න අයටයි. එහෙම ඉදගෙන අනුන්ගෙ දේවල්වලට කට දාන අයටයි.මොකක්ද දන්නවද ඒ ප්‍රස්ථාව පිරුළ. ""පයියාගල බල්ලා වගේ ඉන්නවා"" එහෙම නැත්නම් ""පයියාගල බල්ලා වගේ හිටපන්"" කියන එකයි. Show this thread Like the Payagala dog, staying in the Southern Province of the Southern Province.And for those who are sitting on others. Do you know?""The Payagala is like the dog,"" Or stay like Payagala dog.Show this thread",NOT
task1a_test_1963,@USER මගෙ අක්කා ඉන්නර්නැෂනල් ගුරැවරියක් මිගමුවෙ.එයාගෙ ලොකු දුව වෛද්‍ය වරියක්. සිංහල බැහැ එයාලට.තාත්තා හෝමියොපති වෛද්‍ය ක්‍රමය ලංකාවට හදුන්වා දුන් පුද්ගලයා.සිංහල බැහැ.අම්මා දේසිය වෛද්‍ය වරියක්.පට්ට සිංහල.මම බුලත්විටක් කාලා සෙරෙප්පු දෙකෙන් පාරෙ යන චරිතයක්.ඉංග්‍රිසි බැරි නම් නියම සිහල,@Useer My sister's early teacheriny is a medical dictator.The person who introduced them to Sinhala cannot be Sinhala. Weema Assailly a medical dictator is a medical student.,@USER මගෙ අක්කා ඉන්නර්නැෂනල් ගුරැවරියක් මිගමුවෙ.එයාගෙ ලොකු දුව වෛද්‍ය වරියක්. සිංහල බැහැ එයාලට.තාත්තා හෝමියොපති වෛද්‍ය ක්‍රමය ලංකාවට හදුන්වා දුන් පුද්ගලයා.සිංහල බැහැ.අම්මා දේසිය වෛද්‍ය වරියක්.පට්ට සිංහල.මම බුලත්විටක් කාලා සෙරෙප්පු දෙකෙන් පාරෙ යන චරිතයක්.ඉංග්‍රිසි බැරි නම් නියම සිහල @Useer My sister's early teacheriny is a medical dictator.The person who introduced them to Sinhala cannot be Sinhala. Weema Assailly a medical dictator is a medical student.,NOT
task1a_test_1964,පොල් කට්ටක් පිරෙන්න හුජ්ජ කර ගන්න බැර මේ ළඟදි O/L කරපු පොඩි මල්ලිල සෙට් එකක් සංහලේ කියල t-shirt ගහගෙන රට ජාතිය බේර ගන්න කතා කරනව. :'),Credits to fill a coconut bands credited to the unique t-shirt of T-shirts and save the country to save the nation.: '),පොල් කට්ටක් පිරෙන්න හුජ්ජ කර ගන්න බැර මේ ළඟදි O/L කරපු පොඩි මල්ලිල සෙට් එකක් සංහලේ කියල t-shirt ගහගෙන රට ජාතිය බේර ගන්න කතා කරනව. :') Credits to fill a coconut bands credited to the unique t-shirt of T-shirts and save the country to save the nation.: '),HOF
task1a_test_1965,@USER ටහිකේ. ඕයි තමුසෙ මේ මොකද්ද කලේ ??? දැං මේ කෙල්ලො ටික මට ටොකු ඇනල මරයිනෙ,"@Suer tubes.Oh, what did you do ???These girls me to mine","@USER ටහිකේ. ඕයි තමුසෙ මේ මොකද්ද කලේ ??? දැං මේ කෙල්ලො ටික මට ටොකු ඇනල මරයිනෙ @Suer tubes.Oh, what did you do ???These girls me to mine",NOT
task1a_test_1966,@USER උපරිම දඩුවම් දිය යුතුය .,@User must be maximum.,@USER උපරිම දඩුවම් දිය යුතුය . @User must be maximum.,NOT
task1a_test_1967,@USER අපොයි ඔවි..එයගේ සියා කියලා දුන්නලු යුධ විරැවෝ කවුද කියලා..⁣උඩින් බොරැවට රටට ආදරේ වගේ පෙන්නන ජාතිවාදී හැත්ත මල්ලි ඔය..කවුද අකමැති තමන්ට කොටසක් ලැබෙනවට,@Ser Oops...,@USER අපොයි ඔවි..එයගේ සියා කියලා දුන්නලු යුධ විරැවෝ කවුද කියලා..⁣උඩින් බොරැවට රටට ආදරේ වගේ පෙන්නන ජාතිවාදී හැත්ත මල්ලි ඔය..කවුද අකමැති තමන්ට කොටසක් ලැබෙනවට @Ser Oops...,HOF
task1a_test_1968,"රැපියලක්වත් වියදන් නොකර ඡන්දෙ ගන්න   ආරියවංශ,  තමුසෙ තමයි යකෝ දවසකට හරි මිනිහා   #PressPoll2019 #lol","Ariyawansa, who is not expensing without a rapid, you are the right guy for a day","රැපියලක්වත් වියදන් නොකර ඡන්දෙ ගන්න   ආරියවංශ,  තමුසෙ තමයි යකෝ දවසකට හරි මිනිහා   #PressPoll2019 #lol Ariyawansa, who is not expensing without a rapid, you are the right guy for a day",HOF
task1a_test_1969,"ඉගෙන ගන්න ඕනි කාලේ පිස්සු කෙලලා,  බදින්න ඕනි කාලේ ඉගෙන ගන්න එක  මාර කරුමයක් ඔයි. නිකන් ඇදට* නාකි වේනවා පට්ට සීතලේ උදැසන 4.15ට *අතට",It is a wonderful set of time to learn when you want to learn.Nikaki waves * Nakaki,"ඉගෙන ගන්න ඕනි කාලේ පිස්සු කෙලලා,  බදින්න ඕනි කාලේ ඉගෙන ගන්න එක  මාර කරුමයක් ඔයි. නිකන් ඇදට* නාකි වේනවා පට්ට සීතලේ උදැසන 4.15ට *අතට It is a wonderful set of time to learn when you want to learn.Nikaki waves * Nakaki",HOF
task1a_test_1970,දවසක මගෙ වෙනවා නම් එතුවක් නොමැරී ඉන්නම්...  මෙව්වත් කිව්වනෙ යකෝ ඒ කාලෙ,"If I am my way, I'll kill him ... no matter what happened at the time.","දවසක මගෙ වෙනවා නම් එතුවක් නොමැරී ඉන්නම්...  මෙව්වත් කිව්වනෙ යකෝ ඒ කාලෙ If I am my way, I'll kill him ... no matter what happened at the time.",NOT
task1a_test_1971,"@USER දැනට ඉන්න එවුනුත් ඕකම තමා කියන්නෙ. මොකද සජිත් මෙචිචර කල් ආණ්ඩුවේ හිටියෙ නැද්ද ඒවට විරුද්ධ වෙන්න. කට ඇරියද, දැන් වෙන ලෝකෙක ඉදන් ඇවිත් වගේ කියවන්නෙ.  අනිත් එක මාධ්‍යයේ වගකීම අපක්ෂපාතීව නිවැරදි තොරතුරු වාර්තාකරණය මිස දේශපාලනයට රෙදි නැතිව කඩේ යාම නොවේ.","@Ser, he says.Because Sajith's Mechanical was in the government, or not to oppose them.The mouth is now reading like a different world.The other part of the media is impartialized, not impartialized information, not the shop in politics.","@USER දැනට ඉන්න එවුනුත් ඕකම තමා කියන්නෙ. මොකද සජිත් මෙචිචර කල් ආණ්ඩුවේ හිටියෙ නැද්ද ඒවට විරුද්ධ වෙන්න. කට ඇරියද, දැන් වෙන ලෝකෙක ඉදන් ඇවිත් වගේ කියවන්නෙ.  අනිත් එක මාධ්‍යයේ වගකීම අපක්ෂපාතීව නිවැරදි තොරතුරු වාර්තාකරණය මිස දේශපාලනයට රෙදි නැතිව කඩේ යාම නොවේ. @Ser, he says.Because Sajith's Mechanical was in the government, or not to oppose them.The mouth is now reading like a different world.The other part of the media is impartialized, not impartialized information, not the shop in politics.",NOT
task1a_test_1972,කෝල් කරද්දි දන්න නමක් කියහං බං..නමේ කවදාවත් කියන්නෙ නැති නමක් කියල මං මෙයා කිවුවම කොහොමද දැනගන්නෙ මොකාද කියල...රෙද්ද,"That is a name that knows when calling, Bang is a name that never says, how can I know what I know ... Cloth ... Cloth ... Cloth ...","කෝල් කරද්දි දන්න නමක් කියහං බං..නමේ කවදාවත් කියන්නෙ නැති නමක් කියල මං මෙයා කිවුවම කොහොමද දැනගන්නෙ මොකාද කියල...රෙද්ද That is a name that knows when calling, Bang is a name that never says, how can I know what I know ... Cloth ... Cloth ... Cloth ...",NOT
task1a_test_1973,@USER ඉන්න කිසිම රටක සාමයක් නෑ ප්‍රශ්නම තමයි..,There is no peace in any country in @useer.,@USER ඉන්න කිසිම රටක සාමයක් නෑ ප්‍රශ්නම තමයි.. There is no peace in any country in @useer.,NOT
task1a_test_1974,කොහෙවත් යන පවුල් 31 හින්දා රටකට අවමන් කරන පජාත හැත්ත #Myanmar URL #SriLanka  @USER  @USER  @USER  @USER,31 families going anywhere #Myanmar URL #Srrilanka @ser @user @user,කොහෙවත් යන පවුල් 31 හින්දා රටකට අවමන් කරන පජාත හැත්ත #Myanmar URL #SriLanka  @USER  @USER  @USER  @USER 31 families going anywhere #Myanmar URL #Srrilanka @ser @user @user,HOF
task1a_test_1975,@USER @USER  @USER  මැරියන් තොපි දෙන්නා  @USER,@Ser @ser @user @user master two men's @user,@USER @USER  @USER  මැරියන් තොපි දෙන්නා  @USER @Ser @ser @user @user master two men's @user,HOF
task1a_test_1976,මේ විදියට  @USER  යේ  @USER  ප්‍රජාතන්ත්‍රවාදයේ නාමයෙන්  @USER  මාද්‍ය නිදහස කියන්නේ අපහාසයකට / ජිවිත තර්ජනයකට නම් එය 88 - 89 භීෂණයට මුහුණ දුන්නවුන් නොදන්නවා නොවෙයි. නමුත් ප්‍රශ්නේ තිබෙන්න්නේ ඉන් පසු උපන් #SriLanka හුජ්ජ කොල්ලෝ කෙල්ලෝ මෙය නොදැන සිටීමයි  @USER,"In this way, @user @user democracy in the name of @user democracy in the name of @ser democracy, @user model of @user, the freedom of @user is not to know 88 - 89 terror.But the problem is there that afterwarding the birth #srilanka fucking chest colla girls is not knowing this @user","මේ විදියට  @USER  යේ  @USER  ප්‍රජාතන්ත්‍රවාදයේ නාමයෙන්  @USER  මාද්‍ය නිදහස කියන්නේ අපහාසයකට / ජිවිත තර්ජනයකට නම් එය 88 - 89 භීෂණයට මුහුණ දුන්නවුන් නොදන්නවා නොවෙයි. නමුත් ප්‍රශ්නේ තිබෙන්න්නේ ඉන් පසු උපන් #SriLanka හුජ්ජ කොල්ලෝ කෙල්ලෝ මෙය නොදැන සිටීමයි  @USER In this way, @user @user democracy in the name of @user democracy in the name of @ser democracy, @user model of @user, the freedom of @user is not to know 88 - 89 terror.But the problem is there that afterwarding the birth #srilanka fucking chest colla girls is not knowing this @user",HOF
task1a_test_1977,ආවර්තිතා වගුවෙ 5ස්වන කාණ්ඩයෙ මූලද්‍රව්‍ය මතක තබාගමු.  N නලින්ගෙ P පුක As අස්සෙ Sb සුබාශ්ගෙ Bi බිජ්ජ ආර්. බැද්දගේ @USER  · 2 Apr 2019 මහසෙන් රජතුමා කරවූ වැවු පහක් . .   මහ කඩොල් මහ කනදරා  හුරුලු කවුඩුලු මින්නේරි  මටනං මතක තියාගන්න ලේසියි. ඔයාලට ??? twitter.com/thambaru/statu…,Let us remember the elements of the 5th group of the periodic table.Nalin's pipol as azzle the sb Tsubash's bi bi bi.Bond's @ser · 2 April 2019 Five crowded King Mahasen..It is easy to remember the Great Kadotic Crown Gardens Minori.You guys ???Twitter.com/tambaru/statu ....,ආවර්තිතා වගුවෙ 5ස්වන කාණ්ඩයෙ මූලද්‍රව්‍ය මතක තබාගමු.  N නලින්ගෙ P පුක As අස්සෙ Sb සුබාශ්ගෙ Bi බිජ්ජ ආර්. බැද්දගේ @USER  · 2 Apr 2019 මහසෙන් රජතුමා කරවූ වැවු පහක් . .   මහ කඩොල් මහ කනදරා  හුරුලු කවුඩුලු මින්නේරි  මටනං මතක තියාගන්න ලේසියි. ඔයාලට ??? twitter.com/thambaru/statu… Let us remember the elements of the 5th group of the periodic table.Nalin's pipol as azzle the sb Tsubash's bi bi bi.Bond's @ser · 2 April 2019 Five crowded King Mahasen..It is easy to remember the Great Kadotic Crown Gardens Minori.You guys ???Twitter.com/tambaru/statu ....,HOF
task1a_test_1978,@USER පිෂ්ෂුඩ ඩාලින්.. හොම්බෙන් ගිහින් ඉන්නෙ..,@User Schmshuven Darin ..,@USER පිෂ්ෂුඩ ඩාලින්.. හොම්බෙන් ගිහින් ඉන්නෙ.. @User Schmshuven Darin ..,NOT
task1a_test_1979,නොදකින් මේ වගේ සක්කිලි ජාතියක්. ලංකාවෙත් මේ වගේ නටන්න ආවොත් තමයි මුන්ට රෙද්ද උස්සගෙන දුවන්න වෙන්නේ කාලකන්ණි. Neth FM @USER  · 18 Oct 2016 පෙම්වතාට ‘වඩාත් ලංවූ වරදට‘ ඉන්දුනීසියාවේ තරුණියන් පිරිසක් කෝටු මස් කරලා (PHOTOS/VIDEO)... URL,"A cessing nation like not to see.If you come to dancing like this in Sri Lanka, the rat has been raised.Neth FM · 18 Oct 2016 Lover 'for' more close mistake '","නොදකින් මේ වගේ සක්කිලි ජාතියක්. ලංකාවෙත් මේ වගේ නටන්න ආවොත් තමයි මුන්ට රෙද්ද උස්සගෙන දුවන්න වෙන්නේ කාලකන්ණි. Neth FM @USER  · 18 Oct 2016 පෙම්වතාට ‘වඩාත් ලංවූ වරදට‘ ඉන්දුනීසියාවේ තරුණියන් පිරිසක් කෝටු මස් කරලා (PHOTOS/VIDEO)... URL A cessing nation like not to see.If you come to dancing like this in Sri Lanka, the rat has been raised.Neth FM · 18 Oct 2016 Lover 'for' more close mistake '",HOF
task1a_test_1980,@USER  @USER ඔය කිම්බ පතුරු යන්න හුකන්න ඔනි ඈ,"@Ser @ser @ser @ One, we are trying to","@USER  @USER ඔය කිම්බ පතුරු යන්න හුකන්න ඔනි ඈ @Ser @ser @ser @ One, we are trying to",HOF
task1a_test_1981,"@USER මේ පින්තූරයේ ""Alt text"" කරන පුලුවන්ද?","Can @ser ""alt Text"" in this picture?","@USER මේ පින්තූරයේ ""Alt text"" කරන පුලුවන්ද? Can @ser ""alt Text"" in this picture?",NOT
task1a_test_1982,"@USER කිව්වත් මහ ජාතිය සිංහල වෙසෙන රට ලංකාදීපය . ලැබුණත් මුල්තැන ඔහුනට ව්‍යවස්ථාමය අයිතිය , කියවූ කාලකන්නිය නේ කොහෙද ඒ තැන . නැතිනම් තැනක් වල දාන්නවත් භික්ෂු භික්ෂුවගේ මෘතදේහය සැනසිල්ලේ","Dr. Nation and Nation in Sri Lanka Lanka is the country of Sri Lanka.Even though they were read, the first time, where he read, the first time.Otherwise, the body of the Bhikkhu monk is comforted","@USER කිව්වත් මහ ජාතිය සිංහල වෙසෙන රට ලංකාදීපය . ලැබුණත් මුල්තැන ඔහුනට ව්‍යවස්ථාමය අයිතිය , කියවූ කාලකන්නිය නේ කොහෙද ඒ තැන . නැතිනම් තැනක් වල දාන්නවත් භික්ෂු භික්ෂුවගේ මෘතදේහය සැනසිල්ලේ Dr. Nation and Nation in Sri Lanka Lanka is the country of Sri Lanka.Even though they were read, the first time, where he read, the first time.Otherwise, the body of the Bhikkhu monk is comforted",HOF
task1a_test_1983,@USER  මම මූට බැන්නා හු&$ගෙ බැල්ලි කියලා  පස්සේ මතක් උනා මූ මගෙනේ කියලා,@User I called the mow of H & $ paid and reminded the moody me,@USER  මම මූට බැන්නා හු&$ගෙ බැල්ලි කියලා  පස්සේ මතක් උනා මූ මගෙනේ කියලා @User I called the mow of H & $ paid and reminded the moody me,HOF
task1a_test_1984,@USER Hema ekema මිල ඉහල යනවා. ආධාර හම්බවෙලා කෝ?,@User hema ekema prices go up.Where are you getting aid?,@USER Hema ekema මිල ඉහල යනවා. ආධාර හම්බවෙලා කෝ? @User hema ekema prices go up.Where are you getting aid?,NOT
task1a_test_1985,"@USER  @USER අනිවාර්යයෙන් , ඔකා තමයි වහබ් වදින්ඩ උඩ ගෙඩි දෙන්නේ , ඔකගෙ ගෙදර පරීක්ෂා කරන්ඩ කියලා CID එකට කියපල්ලා .","@Ser @user ineligible, you will give you the cloud of the cloud, and you can say that it is checked.","@USER  @USER අනිවාර්යයෙන් , ඔකා තමයි වහබ් වදින්ඩ උඩ ගෙඩි දෙන්නේ , ඔකගෙ ගෙදර පරීක්ෂා කරන්ඩ කියලා CID එකට කියපල්ලා . @Ser @user ineligible, you will give you the cloud of the cloud, and you can say that it is checked.",NOT
task1a_test_1986,@USER මෙතන්ත පලමුව වාඩිවෙලා ඉන්නෙ මහින්ද. පුදුම මාන්නයක්. රටෙ පලමු පුරවැසියා වෙන්න යන තම මල්ලියා නේද මෙ අවස්තාවෙ ප්‍රධාන ලේස කැපි පෙනෙන් ඔන,The first was situated in front of @ser here.Amazing nappy.Not their brother to be the first citizen to be the first citizen of the country.,@USER මෙතන්ත පලමුව වාඩිවෙලා ඉන්නෙ මහින්ද. පුදුම මාන්නයක්. රටෙ පලමු පුරවැසියා වෙන්න යන තම මල්ලියා නේද මෙ අවස්තාවෙ ප්‍රධාන ලේස කැපි පෙනෙන් ඔන The first was situated in front of @ser here.Amazing nappy.Not their brother to be the first citizen to be the first citizen of the country.,NOT
task1a_test_1987,එහෙනම් තෝ එකටම මේක බලල වරෙන් මට උගන්නන්න කලින් Shaluka | ශාලුක ® @USER  · 19 Oct 2016  @USER නිකන් පොන්න කතා කියන් නැතුව ඉදපන්. දෙයක් කීවම ඒකෙ හරය ගනින් මෝඩයෙක් වගේ කියවන් නැතුව @USER,"Then before I was able to teach me it was to teach me, she wasHarlors @ser @user @ 19 Oct 2016 @user @16 @userWhen something spoke, it's a stupid, @user @ser","එහෙනම් තෝ එකටම මේක බලල වරෙන් මට උගන්නන්න කලින් Shaluka | ශාලුක ® @USER  · 19 Oct 2016  @USER නිකන් පොන්න කතා කියන් නැතුව ඉදපන්. දෙයක් කීවම ඒකෙ හරය ගනින් මෝඩයෙක් වගේ කියවන් නැතුව @USER Then before I was able to teach me it was to teach me, she wasHarlors @ser @user @ 19 Oct 2016 @user @16 @userWhen something spoke, it's a stupid, @user @ser",HOF
task1a_test_1988,මම jvp  මම unp  මම පොහොට්ටුවේ මම අරකෙ මේකෙ කියාගත්ත පක්ෂ දේශපාලනයෙන් මිදෙනකන් මේරට හදන්න බෑ.. පක්ෂෙ මොකක් උනත් කමක් නෑ උගත් බුද්ධිමත් වැඩ කරන මනුස්සයෙක් නම්..   එහෙම මිනිස්සු ටිකක් මේරටට නායකත්වය දෙනවනම් මේක හදන්න එච්චරම අමාරු නෑ.....  #Politics,"I'm JVP I'm not greeting this country, if it's a meant to be taken up in politics.","මම jvp  මම unp  මම පොහොට්ටුවේ මම අරකෙ මේකෙ කියාගත්ත පක්ෂ දේශපාලනයෙන් මිදෙනකන් මේරට හදන්න බෑ.. පක්ෂෙ මොකක් උනත් කමක් නෑ උගත් බුද්ධිමත් වැඩ කරන මනුස්සයෙක් නම්..   එහෙම මිනිස්සු ටිකක් මේරටට නායකත්වය දෙනවනම් මේක හදන්න එච්චරම අමාරු නෑ.....  #Politics I'm JVP I'm not greeting this country, if it's a meant to be taken up in politics.",NOT
task1a_test_1989,"දැනුමට යමක් : එලවලුතෙල් කියල එලවලු ටිකක් අරකේ දැම්මට ඇත්තටම එලවලු මිරිකලා තෙල් ගන්නෙ නැ, ගන්නෙ නැ නෙවේ සැහෙන්න අමාරු වැඩක්. එලවලුතෙල් ඝනයට වැටෙන්නෙ ඔය අපි දන්න පාම්තෙල්,සූරියකාන්තතෙල්,සොයාබීන්තෙල්,ඔලිව්තෙල්,ඇවකාඩෝ තෙල් වගේ දේවල්. ඔතනින් වැඩි හරියක භාවිතේ තියෙන්නෙ පාම්තෙල් තමා","Something to Knowledge: Elevathlahel's vegetables, actually squeezed the vegetables, not to take oil, not enough.Easherawethe falls to fall into the Suriyal, sunrise, Suriyakanthal, Olives, Olivekado oil.The use of it is in such a way, Palmthel","දැනුමට යමක් : එලවලුතෙල් කියල එලවලු ටිකක් අරකේ දැම්මට ඇත්තටම එලවලු මිරිකලා තෙල් ගන්නෙ නැ, ගන්නෙ නැ නෙවේ සැහෙන්න අමාරු වැඩක්. එලවලුතෙල් ඝනයට වැටෙන්නෙ ඔය අපි දන්න පාම්තෙල්,සූරියකාන්තතෙල්,සොයාබීන්තෙල්,ඔලිව්තෙල්,ඇවකාඩෝ තෙල් වගේ දේවල්. ඔතනින් වැඩි හරියක භාවිතේ තියෙන්නෙ පාම්තෙල් තමා Something to Knowledge: Elevathlahel's vegetables, actually squeezed the vegetables, not to take oil, not enough.Easherawethe falls to fall into the Suriyal, sunrise, Suriyakanthal, Olives, Olivekado oil.The use of it is in such a way, Palmthel",NOT
task1a_test_1990,@USER  @USER  @USER  @USER  @USER  @USER    JVP කුහකයො The following media includes potentially sensitive content. Change settings View,@Ser @ser @user @user @user @user @user @user @ser JVP hypocry @ser JVP hypocry.Change Settings View,@USER  @USER  @USER  @USER  @USER  @USER    JVP කුහකයො The following media includes potentially sensitive content. Change settings View @Ser @ser @user @user @user @user @user @user @ser JVP hypocry @ser JVP hypocry.Change Settings View,HOF
task1a_test_1991,@USER  හෑ බොල තෝ ලංකාවේ නෙවෙද ඉන්නේ?,Aren't you in Sri Lanka?,@USER  හෑ බොල තෝ ලංකාවේ නෙවෙද ඉන්නේ? Aren't you in Sri Lanka?,HOF
task1a_test_1992,@USER එකියක් කොල්ලෙක්ට ලියුමක් ලියලා . ඒක අහු උනාම..ඒකි කියලා මං කියල..පස්සෙ අහු උනා අකුරු වලින් ඒකිමයි කියලා..ඒකට තමයි ..,"@Ser writes a letter to a boy.When it's a cabbation, I said he was in the letters.","@USER එකියක් කොල්ලෙක්ට ලියුමක් ලියලා . ඒක අහු උනාම..ඒකි කියලා මං කියල..පස්සෙ අහු උනා අකුරු වලින් ඒකිමයි කියලා..ඒකට තමයි .. @Ser writes a letter to a boy.When it's a cabbation, I said he was in the letters.",NOT
task1a_test_1993,"@USER ""මැණිකේ ඩිංගක් ඉන්නකෝ"" කියලා නම දාපිය.එතකොට ඕකට රිංගන්න එද්දි ගෙදා මායියා කොහෙ තෝ යන්නෙ කියලා ඇහුවම කිය තෑකි මැනිකේ ඩිංගක් ඉන්නකො මං ගිහින් එන්නම් කියලා...එතකොට බොරුව කිව්වා වෙන්නත් නෑ සේරම ශේප්","""Wait a dedak in @ser"" When I asked where to creek you, you will be told where to creep. Then all of the lies may not be told","@USER ""මැණිකේ ඩිංගක් ඉන්නකෝ"" කියලා නම දාපිය.එතකොට ඕකට රිංගන්න එද්දි ගෙදා මායියා කොහෙ තෝ යන්නෙ කියලා ඇහුවම කිය තෑකි මැනිකේ ඩිංගක් ඉන්නකො මං ගිහින් එන්නම් කියලා...එතකොට බොරුව කිව්වා වෙන්නත් නෑ සේරම ශේප් ""Wait a dedak in @ser"" When I asked where to creek you, you will be told where to creep. Then all of the lies may not be told",HOF
task1a_test_1994,වැඩිම ලංසුවට ගොනා විකිනීමට තිරනය කලෙමි. ඉස්තූතී,I decided to sell the highest bid.Ishuti,වැඩිම ලංසුවට ගොනා විකිනීමට තිරනය කලෙමි. ඉස්තූතී I decided to sell the highest bid.Ishuti,NOT
task1a_test_1995,"හයේ හතරේ ඒව ගහල මැච් දිනවනකොට හුරේ දාපු අද උඹ ෆේල් වෙනකොට උඹට බනින උං, අවුරුදු 70ක් තිස්සේ රට ෆේල් කරගෙන යන ගොං පොන්න හැත්තට හුරේ දදා රට භාරදෙන අපි වගේ උං ඉන්න රටක ඔයිට වඩා දෙයක් බලාපොරොත්තු වෙන්න එපා.   අමතක නෑ ඇන්ජි.","When you have been jeared when you win the four-four-four-four-four-four-four years, don't expect anything more than we have in a country where we have shaken in the country.Forgotten Angie.","හයේ හතරේ ඒව ගහල මැච් දිනවනකොට හුරේ දාපු අද උඹ ෆේල් වෙනකොට උඹට බනින උං, අවුරුදු 70ක් තිස්සේ රට ෆේල් කරගෙන යන ගොං පොන්න හැත්තට හුරේ දදා රට භාරදෙන අපි වගේ උං ඉන්න රටක ඔයිට වඩා දෙයක් බලාපොරොත්තු වෙන්න එපා.   අමතක නෑ ඇන්ජි. When you have been jeared when you win the four-four-four-four-four-four-four years, don't expect anything more than we have in a country where we have shaken in the country.Forgotten Angie.",HOF
